t,y1,y2
89.9004,-0.7785,0.0122
90.0004,-1.2092,-0.0131
90.1004,0.0115,-0.0351
90.2004,-1.2092,-0.0265
90.3004,0.0115,-0.0091
90.4004,-1.2092,0.0037
90.5004,1.2322,0.0043
90.6004,-1.2092,-0.0173
90.7004,1.2322,-0.0146
90.8004,-1.2092,-0.038
90.9004,1.2322,-0.0331
91.0004,-1.2092,-0.032
91.1004,0.0115,-0.0201
91.2004,0.0115,-0.0088
91.3004,-1.2092,-0.0113
91.4004,0.0115,-0.0243
91.5004,0.0115,-0.0472
91.6004,-1.2092,-0.0515
91.7004,0.0115,-0.0713
91.8004,2.4529,-0.0492
91.9004,-1.2092,-0.0455
92.0004,-0.7785,-0.0263
92.1004,1.2322,-0.0337
92.2004,-1.2092,-0.0457
92.3004,0.0115,-0.0785
